Year,US_State,Residential Price
1992,KY,5.7
1992,LA,7.52
1992,MA,10.62
1992,MD,7.97
1992,ME,11.37
1992,MI,8.11
1992,MN,7.01
1992,MO,7.44
1992,MS,7.01
1992,MT,5.84
1992,NC,8.11
1992,ND,6.33
1992,NE,6.27
1992,NH,11.36
1992,NJ,10.87
1992,NM,9.06
1992,NV,6.19
1992,NY,12.43
1992,OH,8.24
1992,OK,7.17
1992,OR,4.93
1992,PA,9.67
1992,RI,11.17
1992,SC,7.19
1992,SD,7.1
1992,TN,5.7
1992,TX,7.74
1992,UT,6.97
1992,VA,7.63
1992,VT,9.56
1992,WA,4.46
1992,WI,6.91
1992,WV,6.17
1992,WY,6.08
1991,AK,10.67
1991,AL,6.69
1991,AR,8.1
1991,AZ,9.14
1991,CA,10.79
1991,CO,7.07
1991,CT,10.51
1991,DC,6.58
1991,DE,8.62
1991,FL,7.91
1991,GA,7.5
1991,HI,10.52
1991,IA,7.76
1991,ID,4.88
1991,IL,9.87
1991,IN,6.73
1991,KS,7.83
1991,KY,5.68
1991,LA,7.4
1991,MA,10.4
1991,MD,7.9
1991,ME,10.45
1991,MI,8.06
1991,MN,6.92
1991,MO,7.39
1991,MS,6.88
1991,MT,5.76
1991,NC,7.95
1991,ND,6.21
1991,NE,6.09
1991,NH,10.38
1991,NJ,10.81
1991,NM,9.08
1991,NV,5.89
1991,NY,11.97
1991,OH,8.16
1991,OK,7.03
1991,OR,4.81
1991,PA,9.58
1991,RI,10.99
1991,SC,7.22
1991,SD,6.91
1991,TN,5.65
1991,TX,7.57
1991,UT,7.12
1991,VA,7.34
1991,VT,9.53
1991,WA,4.36
1991,WI,6.73
1991,WV,5.91
1991,WY,6
1990,AK,10.11
1990,AL,6.59
1990,AR,8.07
1990,AZ,9.04
1990,CA,9.98
1990,CO,7.02
1990,CT,10.01
1990,DC,6.1
1990,DE,8.39
1990,FL,7.77
1990,GA,7.46
1990,HI,10.26
1990,IA,7.81
1990,ID,4.87
1990,IL,9.92
1990,IN,6.87
1990,KS,7.83
1990,KY,5.69
1990,LA,7.41
1990,MA,9.66
1990,MD,7.22
1990,ME,9.3
1990,MI,7.83
1990,MN,6.8
1990,MO,7.36
1990,MS,6.89
1990,MT,5.45
1990,NC,7.84
1990,ND,6.26
1990,NE,6.23
1990,NH,10.34
1990,NJ,10.36
1990,NM,8.94
1990,NV,5.7
1990,NY,11.44
1990,OH,8.05
1990,OK,6.58
1990,OR,4.73
1990,PA,9.22
1990,RI,9.84
1990,SC,7.15
1990,SD,6.95
1990,TN,5.69
1990,TX,7.2
1990,UT,7.13
1990,VA,7.25
1990,VT,9.27
1990,WA,4.39
1990,WI,6.63
1990,WV,5.9
1990,WY,5.97
